Customer,CustomerName,Branch,BranchName,Equipment,Categories
3012484,LARRY DORE & ASSOCIATED,4,Dublin,,Seals
462034,M D BLACKTOP,4,Dublin,Bomag,"Hydraulics, Electrical, Seals"
467635,CASEY M MURPHY JR,4,Dublin,,"Hydraulics, Seals"
422641,CLARKLIFT OF OHIO INC,4,Dublin,,Seals
468117,NAPA DUBLIN I.B.S.,4,Dublin,,"Electrical, Hydraulics, Seals"
3046777,SCOTT PARSLEY,4,Dublin,,Seals
485221,SKILKEN ORGANIZATION,4,Dublin,"Case Skid Steers, Case Backhoes",Seals
453914,KURGUZ PAVING CO,4,Dublin,"Case Backhoes, Bomag","Hydraulics, Seals, Electrical"
416241,MH EQUIPMENT,4,Dublin,,"Hydraulics, Electrical, Seals"
429410,DUBLIN BUILDING SYSTEMS,4,Dublin,Case Backhoes,"Hydraulics, Seals, Electrical"
3013626,MALENKY EXCAVATION LLC,4,Dublin,"Kobelco Excavators, KO","Electrical, Seals, Hydraulics"
427158,DELAWARE CO CONCORD TWP,4,Dublin,"Case Backhoes, Case Excavators","Electrical, Seals"
3046894,P A BAKER CONSTRUCTION LLC,4,Dublin,"New Holland, Case Backhoes","Electrical, Hydraulics"
463492,CITY OF MARYSVILLE,4,Dublin,"Case, Kobelco Excavators","Hydraulics, Electrical, Seals"
1589170,JOHN STROUS,4,Dublin,,Electrical
422031,CHEMCOTE INC,4,Dublin,"Etnyre, Bomag","Electrical, Hydraulics, Seals"
432014,"IRONSITE, INC",4,Dublin,"KO, Kobelco Excavators","Electrical, Seals, Hydraulics"
492630,TURN KEY TUNNELING,4,Dublin,"Kobelco Excavators, Kubota","Electrical, Seals"
3002202,LANE EXCAVATING LLC,4,Dublin,Kobelco Excavators,"Hydraulics, Electrical, Seals"
3068488,BOWMAN AND LANDES,4,Dublin,,"Electrical, Seals"
462700,NAPA AUTO PARTS,4,Dublin,"Case, ZZ","Hydraulics, Electrical, Seals"
474332,CITY OF POWELL,4,Dublin,Case Backhoes,Seals
470058,OBERFIELDS LLC,4,Dublin,Case,"Seals, Hydraulics"
477551,RIGHTER COMPANY INC,4,Dublin,"New Holland, Case Backhoes","Electrical, Hydraulics"
68930,NEW RIVER ELECTRICAL CORP,4,Dublin,"Case, Case Excavators","Hydraulics, Electrical, Seals"
410688,ALL CITY TOWING,4,Dublin,,"Seals, Electrical"
486762,CITY OF SPRINGFIELD,4,Dublin,MM,"Electrical, Seals, Hydraulics"
3000253,ED'S TREE & TURF,4,Dublin,Case Backhoes,"Hydraulics, Seals, Electrical"
496601,CITY OF WHITEHALL,4,Dublin,"Case Backhoes, ZZ","Electrical, Hydraulics"
3011975,SILT FENCE CONSTRUCTION,4,Dublin,"Case Backhoes, New Holland","Hydraulics, Electrical, Seals"
488031,STEPHENS PIPE & STEEL,4,Dublin,Case Backhoes,"Hydraulics, Electrical, Seals"
456520,LEGG & DAVIS CONSTRUCTION,4,Dublin,"Case Backhoes, CA","Seals, Hydraulics"
483730,SHEPHERD EXCAVATING,4,Dublin,Case,"Electrical, Seals, Hydraulics"
470320,OLEN CORPORATION,4,Dublin,,Electrical
498531,WOODWARD EXCAVATING INC,4,Dublin,,Seals
3001503,CBJ LANDSCAPE,4,Dublin,ZZ,"Seals, Hydraulics, Electrical"
466202,MARINO MONACO CONCRETE,4,Dublin,Case Backhoes,Electrical
427155,DELAWARE CO PORTER TWP,4,Dublin,,Seals
3044118,RISHA CO LLC,4,Dublin,Case Backhoes,"Hydraulics, Electrical"
415152,JOSH BEYNON,4,Dublin,"Bomag, Case Backhoes","Hydraulics, Electrical, Seals"
423752,CONIE CONSTRUCTION CO,4,Dublin,"Case Excavators, WB","Electrical, Seals"
3081968,MID OHIO WATER & SEWER DISTRIC,4,Dublin,"Case Backhoes, ZZ","Hydraulics, Seals, Electrical"
479126,SCOTT ROTH,4,Dublin,,"Electrical, Seals"
3099220,MARK GRAY ENTERPRISES,4,Dublin,,Seals
1435053,G M C EXCAVATION & TRKG LTD,4,Dublin,"Case, Case Backhoes","Hydraulics, Electrical, Seals"
3048280,AP EXCAVATING,4,Dublin,,Hydraulics
3001190,AMERICOAT ASPHALT & CONCRETE,4,Dublin,Bomag,Hydraulics
439551,VILLAGE OF GROVEPORT,4,Dublin,Case Backhoes,Seals
439534,GROUNDWORKS UNLIMITED,4,Dublin,,Electrical
3049691,EQUIPMENT SHARE,4,Dublin,Case Backhoes,"Electrical, Seals"
3071557,ADVANTAGE SITE DEVELOPMENT,4,Dublin,"New Holland, John Deere","Seals, Electrical, Hydraulics"
423549,CITY OF COLUMBUS,4,Dublin,Case,"Electrical, Hydraulics, Seals"
411940,AXIS CIVIL CONSTRUCTION,4,Dublin,"Case Backhoes, KO","Hydraulics, Seals, Electrical"
411783,ASPHALT SERVICES OF OHIO,4,Dublin,"Kobelco Excavators, Case Backhoes","Seals, Electrical, Hydraulics"
421944,CHARTER OAKS TREE & LANDSCAPE,4,Dublin,"FE, New Holland","Electrical, Hydraulics, Seals"
478380,ROESE BROS PAVING INC,4,Dublin,Case Backhoes,"Electrical, Seals, Hydraulics"
472954,MIKE PETTIBONE,4,Dublin,,Seals
441452,HARDIN CO ENGINEER,4,Dublin,Etnyre,"Electrical, Hydraulics, Seals"
429411,CITY OF DUBLIN,4,Dublin,"Case Backhoes, BZ","Hydraulics, Seals, Electrical"
485600,SMITH & ASSOCIATES,4,Dublin,"Kobelco Excavators, Case Backhoes","Electrical, Seals, Hydraulics"
499822,ZIMMERMAN & CO INC,4,Dublin,"Case Backhoes, Kobelco Excavators","Hydraulics, Electrical, Seals"
3050254,EQUIPMENT SHARE,4,Dublin,"Case, Kubota","Hydraulics, Electrical, Seals"
3013538,BUILTMORE CONTRACTING,4,Dublin,,Hydraulics
3047190,WILLIAMS AND SONS EXCAVATING,4,Dublin,Case,"Hydraulics, Electrical, Seals"
416101,MADISON PLAINS DAIRY,4,Dublin,Case,"Electrical, Hydraulics, Seals"
3052995,JANELL CONCRETE AND MASONRY,4,Dublin,"Case Skid Steers, ZZ",Hydraulics
3061302,AMSTED RAIL,4,Dublin,"Case, Case Backhoes","Electrical, Hydraulics, Seals"
3072055,DEFENDER CONSTRUCTION,4,Dublin,Case Backhoes,"Electrical, Hydraulics, Seals"
1550570,K B CATTLE,4,Dublin,Case Backhoes,"Hydraulics, Seals"
570324,OHIO STONE INC,4,Dublin,,Electrical
414452,CITY OF BELLEFONTAINE,4,Dublin,"Case, Case Backhoes","Hydraulics, Seals, Electrical"
459758,LUXURY POOLS,4,Dublin,Kobelco Excavators,Hydraulics
411448,ARCHITECTURAL GARDENS INC,4,Dublin,,"Electrical, Seals, Hydraulics"
483570,SHEEDY PAVING INC,4,Dublin,"Case Backhoes, ZZ","Seals, Hydraulics, Electrical"
3002184,AG PRO,4,Dublin,"Case, Case Backhoes","Seals, Hydraulics"
3070182,GENUINE PARTS COMPANY,4,Dublin,,"Electrical, Seals, Hydraulics"
3045652,DT CONSTRUCTION LLC,4,Dublin,Case Backhoes,"Hydraulics, Seals"
522882,CLINTON COUNTY ENGINEER,5,Monroe,Gradall,"Hydraulics, Electrical, Seals"
678512,PAUL H ROHE CO INC,5,Monroe,Bomag,"Electrical, Hydraulics"
554734,LANDFORM,5,Monroe,"Case, Case Backhoes",Seals
518402,BROWN COUNTY ASPHALT INC,5,Monroe,,Hydraulics
523701,HIGH CONCRETE GROUP LLC,5,Monroe,"Case Backhoes, Case","Electrical, Seals, Hydraulics"
3078330,NEW AGE EQUIPMENT,5,Monroe,,"Hydraulics, Electrical, Seals"
589473,SUNESIS CONSTRUCTION CO,5,Monroe,"Case Backhoes, Case","Hydraulics, Electrical, Seals"
592243,CITY OF TRENTON,5,Monroe,,"Hydraulics, Seals, Electrical"
557351,LICHTENBERG & SON CONST,5,Monroe,,Seals
549932,JOHN R JURGENSEN CO,5,Monroe,"Bomag, Case Backhoes","Electrical, Hydraulics, Seals"
580905,S C CONSTRUCTION & MATERIALS,5,Monroe,,"Electrical, Seals, Hydraulics"
3055294,CSC SUGAR,5,Monroe,Case,"Electrical, Hydraulics"
527431,DENLINGER EXCAVATING LLC,5,Monroe,"Case Backhoes, Case","Electrical, Hydraulics, Seals"
565371,R A MILLER CONSTRUCTION,5,Monroe,"Case Excavators, Kobelco Excavators","Seals, Hydraulics, Electrical"
598460,VILLAGE OF WOODLAWN,5,Monroe,"Case, Case Backhoes","Hydraulics, Electrical, Seals"
589320,SUDER ENGINE SERVICE,5,Monroe,,Seals
592000,TOWNE CONSTRUCTION SERVICE LLC,5,Monroe,"Bomag, CT","Hydraulics, Seals, Electrical"
3096396,EAST COAST FACILITIES INC,5,Monroe,"Case, Case","Seals, Electrical, Hydraulics"
567210,CITY OF MT HEALTHY,5,Monroe,Case Backhoes,Seals
570255,PAYNE ENTERPRISES,5,Monroe,,"Seals, Hydraulics, Electrical"
512825,RACK & BALLAUER,5,Monroe,"Etnyre, Case Backhoes","Hydraulics, Seals, Electrical"
532061,CITY OF FAIRFIELD,5,Monroe,"Case, KT","Seals, Electrical, Hydraulics"
510168,ALVIS LANDSCAPE & GOLF COURSE,5,Monroe,Case,"Hydraulics, Seals, Electrical"
572506,PERFORMANCE FLEET SERVICE,5,Monroe,,"Hydraulics, Seals, Electrical"
566622,CITY OF MORAINE,5,Monroe,Case Backhoes,"Electrical, Seals, Hydraulics"
3040514,CSX RAILROAD,5,Monroe,"Case, Case Backhoes","Seals, Hydraulics, Electrical"
513330,BARRETT PAVING MATERIAL,5,Monroe,,"Electrical, Hydraulics, Seals"
S6316005,COS USED EQUIPMENT,5,Monroe,,"Electrical, Seals, Hydraulics"
598982,CITY OF WYOMING,5,Monroe,Case Backhoes,"Electrical, Seals, Hydraulics"
570972,CITY OF OXFORD,5,Monroe,Case,"Hydraulics, Seals"
594912,WARREN CO DEERFIELD TWP,5,Monroe,"AO, Case","Electrical, Hydraulics, Seals"
3071566,BULACH FARMS,5,Monroe,,Hydraulics
540743,HAMILTON CO ENGINEER,5,Monroe,"Kobelco Excavators, S7","Electrical, Seals, Hydraulics"
514285,BIG S FARMS LLC,5,Monroe,"Kobelco Excavators, Case","Hydraulics, Seals, Electrical"
3019565,MARTHA BULACH,5,Monroe,Case Backhoes,Electrical
594920,WARREN CO FRANKLIN TWP,5,Monroe,"Case Backhoes, AO","Seals, Hydraulics, Electrical"
558055,LITTLE FARM SUPPLIES,5,Monroe,,"Hydraulics, Seals, Electrical"
532060,CITY OF FAIRBORN,5,Monroe,"Case, Schwarze","Electrical, Hydraulics, Seals"
575118,RACK EXCAVATING,5,Monroe,Kobelco Excavators,Electrical
579972,RYDER'S EQUIPMENT REPAIR INC,5,Monroe,,"Seals, Electrical"
539012,GREENE CO BEAVERCREEK TWP,5,Monroe,,Seals
570831,OTTERBEIN HOMES,5,Monroe,Case Backhoes,"Seals, Electrical, Hydraulics"
575940,CITY OF READING,5,Monroe,,Seals
597452,VILLAGE OF WILLIAMSBURG,5,Monroe,Case Backhoes,"Seals, Hydraulics, Electrical"
575137,RACK SEVEN PAVING CO,5,Monroe,,Seals
568915,NEWMAN EXCAVATION,5,Monroe,Case Backhoes,Seals
562097,M & M CONSTRUCTION,5,Monroe,Kobelco Excavators,"Hydraulics, Electrical, Seals"
539070,CITY OF GREENVILLE,5,Monroe,,Seals
592267,TRI-STATE SERVICE STATION,5,Monroe,"Case Backhoes, Case","Electrical, Seals, Hydraulics"
418401,BROWN COUNTY ENGINEER,5,Monroe,,Seals
568810,NEWBERRY CONSTRUCTION CO,5,Monroe,"Kobelco Excavators, Case Backhoes","Electrical, Seals, Hydraulics"
546262,HOUSER ASPHALT & CONCRETE,5,Monroe,,"Hydraulics, Electrical, Seals"
595140,WATSON GRAVEL INC,5,Monroe,,"Seals, Electrical, Hydraulics"
593303,VANDALIA BLACKTOP &,5,Monroe,Etnyre,"Hydraulics, Seals"
593192,UTTER CONSTRUCTION INC,5,Monroe,,Hydraulics
586181,CHARLES P SORRELL,5,Monroe,,Seals
510211,ADAMS CO HWY DEPT,5,Monroe,"AO, Gradall","Hydraulics, Seals, Electrical"
470271,OHIO OPERATING ENGINEERS,5,Monroe,,"Seals, Electrical, Hydraulics"
3000041,CINCINNATI ASPHALT,5,Monroe,,"Hydraulics, Electrical, Seals"
538924,GREAT OAKS INSTITUTE,5,Monroe,,"Seals, Electrical"
647611,INDIANA & OHIO RAILROAD,5,Monroe,"Case Backhoes, Case","Hydraulics, Electrical, Seals"
569676,NORTHERN PLUMBING SYSTEMS LLC,5,Monroe,"Case Backhoes, Case Excavators","Seals, Electrical"
188345,STIMMEL CONSTRUCTION,5,Monroe,Case,"Seals, Electrical, Hydraulics"
420982,STEVE JO INC,5,Monroe,"Kobelco Excavators, GE","Hydraulics, Seals, Electrical"
3071618,WICKER EXCAVATING LLC,5,Monroe,,Electrical
3078047,BILLY GOAT CONSTRUCTION,5,Monroe,Case,"Electrical, Hydraulics"
588795,C E STOWE CO LLC,5,Monroe,,Hydraulics
3033312,VECTOR FLEET MANAGEMENT,5,Monroe,,"Hydraulics, Electrical, Seals"
548129,JACKSON CONSTRUCTION INC,5,Monroe,"Case Backhoes, C5","Seals, Electrical, Hydraulics"
518775,BRUNS GENERAL CONTRACTING INC,5,Monroe,,Seals
526765,CITY OF DAYTON/FLEET MANGMENT,5,Monroe,"Case, KI","Electrical, Seals, Hydraulics"
565110,CITY OF MIDDLETOWN,5,Monroe,"Case Backhoes, Bomag","Seals, Hydraulics, Electrical"
566571,RICHARD MOORE EXC & TRKG,5,Monroe,,Electrical
540744,HAMILTON CO COLUMBIA TWP,5,Monroe,"Schwarze, Case Backhoes","Seals, Electrical, Hydraulics"
512622,BAKER EQUIPMENT & MATERIAL LTD,5,Monroe,Kobelco Excavators,Seals
570042,O'BANNON CREEK GOLF CLUB,5,Monroe,,Seals
577980,R&M LEASING DBA ROBERTS TK PTS,5,Monroe,,"Seals, Electrical, Hydraulics"
668610,FRED A NEMANN COMPANY,5,Monroe,"Case Backhoes, Kobelco Excavators","Electrical, Hydraulics, Seals"
592340,CITY OF TROTWOOD,5,Monroe,Case,"Seals, Electrical"
570864,OUTDOOR ENTERPRISE,5,Monroe,,"Hydraulics, Electrical, Seals"
640037,H P 2 X CONSTRUCTION INC,5,Monroe,"Kobelco Excavators, Case Excavators","Electrical, Hydraulics, Seals"
565580,H D MILTON,5,Monroe,"Case Backhoes, Case","Electrical, Hydraulics, Seals"
547964,J C M EXCAVATING,5,Monroe,,Seals
586880,SROUFE MACHINERY,5,Monroe,,Seals
575117,R L A INVESTMENTS INC,5,Monroe,"Case Backhoes, Kobelco Excavators","Electrical, Seals, Hydraulics"
574502,PREBLE CO HIGHWAY DEPT,5,Monroe,Gradall,"Seals, Electrical"
3001132,MIDWEST STONE SCAPES,5,Monroe,"Case Backhoes, T2","Electrical, Seals, Hydraulics"
511170,ANDERSON PARK DISTRICT,5,Monroe,,"Hydraulics, Electrical, Seals"
565019,MIAMI VALLEY TOPSOIL,5,Monroe,,"Electrical, Seals"
514620,ARCHITECTRUAL RECLAMATION,5,Monroe,,Seals
523836,CONNOR FARM,5,Monroe,Case Backhoes,Seals
597641,VILLAGE OF WINCHESTER,5,Monroe,,Seals
3055167,WHITE OAKS EQUIPMENT SALES,5,Monroe,,"Electrical, Seals"
530703,ELEX INC,5,Monroe,"Case Backhoes, Case",Seals
519762,BUTLER CO LIBERTY TWP,5,Monroe,,"Seals, Electrical"
530036,EAGLE BRIDGE CO,5,Monroe,,Hydraulics
3078329,RUBIN MILLER,5,Monroe,,Seals
3054293,RUSH COUNTY STONE,5,Monroe,"Case Backhoes, Case","Hydraulics, Seals"
526342,DARKE CO ENGINEER,5,Monroe,"Case, Gradall","Electrical, Hydraulics, Seals"
539594,GROW EXCAVATING LLC,5,Monroe,Case,"Hydraulics, Seals, Electrical"
658792,RAY LONKARD CONSTRUCTION,6,Burlington,"Kobelco Excavators, Case Backhoes","Seals, Electrical, Hydraulics"
692452,G R TRUMBLE CONSTRUCTION CO,6,Burlington,Case Backhoes,"Hydraulics, Seals, Electrical"
611482,ARLINGHAUS BUILDERS LLC,6,Burlington,"Case Backhoes, Bomag","Hydraulics, Seals, Electrical"
1725586,C S X TRANSPORTATION,6,Burlington,"Case, Case Backhoes","Hydraulics, Electrical, Seals"
677470,RIEGLER BLACKTOP,6,Burlington,"Bomag, Case","Seals, Electrical, Hydraulics"
3094601,CUMMINGS TOWING,6,Burlington,Kobelco Excavators,"Hydraulics, Electrical"
667370,MUHLENBERG CO ROAD DEPT,6,Burlington,Gradall,"Seals, Electrical, Hydraulics"
697477,JON WILLOUGHBY,6,Burlington,,"Seals, Hydraulics"
656011,LEAP EXCAVATING,6,Burlington,,"Hydraulics, Seals"
699828,ZIMMER TRACTOR,6,Burlington,,"Seals, Electrical, Hydraulics"
3078455,IMPORT CASTRO,6,Burlington,,Electrical
3001725,KIRN BUILDERS,6,Burlington,,"Electrical, Hydraulics, Seals"
635312,GALLATIN CO FISCAL COURT,6,Burlington,,"Hydraulics, Seals"
650081,PHILLIP KAHMANN INC,6,Burlington,,"Hydraulics, Seals, Electrical"
3053165,AERO SNOW REMOVAL,6,Burlington,Case,"Hydraulics, Seals"
682322,RICK SCHWEITZER,6,Burlington,Case Backhoes,Seals
669644,NORTHERN KENTUCKY WATER,6,Burlington,"Case Backhoes, GE","Hydraulics, Seals, Electrical"
3046854,BEN HALL,6,Burlington,Case Backhoes,"Seals, Hydraulics"
647587,INDEPENDENT EXCAVATING,6,Burlington,,Electrical
3063472,JUST RIGHT CONSTRUCTION AND,6,Burlington,Kobelco Excavators,"Electrical, Hydraulics"
685730,SMITH'S TOWING,6,Burlington,"Case, Case Backhoes",Hydraulics
1317427,BRANDEIS MACHINERY,6,Burlington,,"Hydraulics, Seals"
3019596,ANDY SCHRODER,6,Burlington,,"Seals, Hydraulics"
3097949,CONRAD CONTRACTING LLC,6,Burlington,,Seals
655900,JOE LAY & SONS PLUMBING INC,6,Burlington,"Case Backhoes, Kobelco Excavators","Hydraulics, Electrical, Seals"
614015,AFFORDABLE INC DBA,6,Burlington,"Case Backhoes, Case","Electrical, Seals, Hydraulics"
671440,PARHAM INC,6,Burlington,Case Backhoes,"Hydraulics, Electrical"
693662,TOWN OF VEVAY,6,Burlington,,Seals
653908,KUPER MAINTENANCE SERVICE,6,Burlington,,"Hydraulics, Seals"
3061371,BRUSHWORX LLC,6,Burlington,,Hydraulics
574163,EQUIPMENT DEPOT,6,Burlington,,"Hydraulics, Seals, Electrical"
3052513,BRADISH GLASS INC,6,Burlington,Case,Seals
3047105,LEE'S CROSSING APARTMENTS,6,Burlington,,Electrical
3099252,MARIO ANGULO,6,Burlington,SY,Electrical
616119,BLUEGRASS DIESEL SPEC INC,6,Burlington,"Case, Gradall","Electrical, Seals, Hydraulics"
641610,HARMELING EQUIPMENT SERVICE,6,Burlington,,"Seals, Electrical"
3049628,KEVIN BUSSE,6,Burlington,,Seals
3044448,SIEKMAN EXCAVATING,6,Burlington,,"Hydraulics, Seals"
3057218,WOLFE LANDSCAPE,6,Burlington,,Seals
3099652,STRAIGHT EDGE CONCRETE,6,Burlington,,Seals
3002422,ADAM ROSEBERRY,6,Burlington,,Seals
694682,JAMES B WALTON,6,Burlington,,"Seals, Electrical"
652104,HEATH KINMON,6,Burlington,,Seals
650082,KAHMANN CONSTRUCTION LLC,6,Burlington,,"Seals, Hydraulics"
3093376,PROFESSIONAL PALLETS,6,Burlington,,"Seals, Hydraulics"
1793005,U D CONTRACTING,6,Burlington,"HI, KO","Electrical, Seals, Hydraulics"
3045660,HEEMAN POWER SERVICES,6,Burlington,,Seals
651433,KENTUCKY DOT GARAGE 16,6,Burlington,,"Seals, Electrical, Hydraulics"
616630,BOONE COUNTY FISCAL COURT,6,Burlington,"Case, JLG","Electrical, Seals, Hydraulics"
3096718,AUGUSTUS TAYLOR,6,Burlington,,"Hydraulics, Seals"
615124,BESSLER'S U PULL AND SAVE,6,Burlington,Kobelco Excavators,"Hydraulics, Electrical, Seals"
3061556,AUTO MART,6,Burlington,,Seals
633420,CITY OF FLORENCE,6,Burlington,"Case, AB","Electrical, Seals, Hydraulics"
620401,CAMPBELL CO FISCAL COURT,6,Burlington,,"Seals, Hydraulics"
628283,TONY R DISHMAN,6,Burlington,"Case Backhoes, KT","Seals, Electrical, Hydraulics"
689870,SWITZERLAND CO HWY DEPT,6,Burlington,Case Backhoes,"Hydraulics, Seals, Electrical"
680182,ST WALBURG CONVENT,6,Burlington,,Hydraulics
670300,OHIO CO HWY DEPT,6,Burlington,Kobelco Excavators,Electrical
675992,RECTOR EXCAVATING INC,6,Burlington,Case Backhoes,"Electrical, Seals, Hydraulics"
98889,WRIGHT TREE SERVICE,6,Burlington,Kubota,Seals
3078538,HI-RISE FARM SOLUTIONS,6,Burlington,,"Seals, Electrical, Hydraulics"
697120,CITY OF WILDER,6,Burlington,Case,"Seals, Electrical, Hydraulics"
616631,BOONE CO WATER DISTRICT,6,Burlington,"Case Backhoes, Sakai","Hydraulics, Seals, Electrical"
677676,RIP'S FARM CENTER,6,Burlington,"Case, Case Backhoes","Hydraulics, Electrical, Seals"
651380,JON KENNY,6,Burlington,Case Backhoes,"Electrical, Hydraulics"
3071543,LEWIS EXCAVATING,6,Burlington,,Hydraulics
630840,DAVIS H ELLIOT CO INC,6,Burlington,,Hydraulics
677685,CITY OF RISING SUN,6,Burlington,Case Backhoes,"Hydraulics, Electrical"
3002040,JON ANDERSON FARMS,6,Burlington,,"Electrical, Seals"
685686,MARC SMITH,6,Burlington,,Seals
644280,HIGHLAND CEMETERY,6,Burlington,Case Backhoes,"Hydraulics, Seals"
3061950,ATOMIC TRANSPORT,6,Burlington,"Kobelco Excavators, KO","Electrical, Hydraulics, Seals"
3070024,MARK JOHNSON,6,Burlington,,"Seals, Hydraulics"
3061599,LES RIDNER,6,Burlington,Case Backhoes,Seals
633782,FORT KNOX L R C PURCHASING,6,Burlington,,Seals
3049255,JEFF RANDOLPH,6,Burlington,,Hydraulics
3082024,BRIAN CAHILL,6,Burlington,,"Seals, Hydraulics"
57244,JEREMY LEWIS,6,Burlington,,"Seals, Hydraulics"
651426,KENTON CO AIRPORT BOARD,6,Burlington,"Bomag, Case Backhoes","Seals, Hydraulics, Electrical"
3068217,TLG PETERBILT,6,Burlington,,Seals
3097938,ROGER CHRISTMAN,6,Burlington,,Seals
647511,IDEAL SUPPLIES INC,6,Burlington,,"Seals, Hydraulics"
664032,KENNETH E MEADOWS,6,Burlington,"Kobelco Excavators, Case","Electrical, Hydraulics, Seals"
697381,CITY OF WILLIAMSTOWN,6,Burlington,"Case, Case Backhoes","Hydraulics, Seals, Electrical"
692240,JOE W. TRENKAMP INC,6,Burlington,,"Seals, Hydraulics"
3037174,T & T EXCAVATING,6,Burlington,,Hydraulics
663081,MARKSBERRY EXCAVATING LLC,6,Burlington,Case Backhoes,Hydraulics
650050,K & A EXCAVATING,6,Burlington,Case,"Seals, Electrical, Hydraulics"
663915,CITY OF MAYSVILLE,6,Burlington,,"Hydraulics, Electrical, Seals"
3072710,H & R AGRI-POWER,6,Burlington,,Hydraulics
3072225,JORDAN SIEGLER,6,Burlington,Kobelco Excavators,"Electrical, Seals"
622171,WAYNE CHIPMAN,6,Burlington,,Seals
643610,FRANK HENLEY,6,Burlington,,Electrical
3042669,SHEILA BOWLING-HERALD,6,Burlington,"Case, Kobelco Excavators","Seals, Electrical"
678854,RICHARD ROSE,6,Burlington,,Seals
3001748,TULLY'S BACKHOE SERVICE,6,Burlington,Kobelco Excavators,Electrical
3037349,RT HYDRAULIC & EQUIPMENT,6,Burlington,Case,Seals
630181,EATON ASPHALT PAVING CO,6,Burlington,Bomag,"Electrical, Seals, Hydraulics"
610055,ABERDEEN-PATE WATER CO,6,Burlington,Case Backhoes,"Seals, Electrical"
793916,VORST PAVING INC,7,Perrysburg,"Case Backhoes, Bomag","Hydraulics, Electrical, Seals"
793079,UNILLIANCE INC,7,Perrysburg,Etnyre,"Seals, Hydraulics, Electrical"
769554,NORFOLK & SOUTHERN MAINT EQUIP,7,Perrysburg,"Case Backhoes, Case","Hydraulics, Electrical, Seals"
3063151,BIRD'S REPAIR,7,Perrysburg,KO,"Electrical, Seals"
762081,THE HOLCOMB GROUP,7,Perrysburg,"Case Backhoes, Bomag","Hydraulics, Seals"
3071353,SAMS TRUCK & TRAILER REPAIR,7,Perrysburg,,"Seals, Hydraulics"
3072404,N S G GROUP,7,Perrysburg,"ZZ, CT","Hydraulics, Electrical, Seals"
765301,MILLER BROS CONST,7,Perrysburg,"Case Backhoes, Bomag","Hydraulics, Electrical, Seals"
791770,MIDWEST TERMINAL OF TOLEDO,7,Perrysburg,,Seals
713722,BAUER LAWN MAINTENANCE INC,7,Perrysburg,"Case, Case Backhoes","Hydraulics, Electrical, Seals"
3060709,WYLIE & SONS,7,Perrysburg,"JC, New Holland","Electrical, Hydraulics, Seals"
3069482,PAHL FARMS,7,Perrysburg,,Hydraulics
751672,KERSHNER EXCAVATING,7,Perrysburg,CS,"Seals, Electrical, Hydraulics"
S6316007,COS USED EQUIPMENT,7,Perrysburg,,"Electrical, Seals"
774885,SHAWN PUNCHES,7,Perrysburg,,"Hydraulics, Seals"
3099222,DR TRAILER SALES,7,Perrysburg,,"Hydraulics, Seals"
3071851,BURKHART & SONS EXCAVATING INC,7,Perrysburg,Case,"Hydraulics, Electrical"
494732,WARD CONSTRUCTION CO,7,Perrysburg,Etnyre,"Seals, Electrical, Hydraulics"
797461,MARK HAYNES CONSTRUCTION,7,Perrysburg,,"Electrical, Seals, Hydraulics"
725584,CSX COMMUNICATIONS,7,Perrysburg,,"Hydraulics, Electrical, Seals"
711427,REDLINE EQUIPMENT,7,Perrysburg,,Seals
716924,BOWER TILING SERVICE INC,7,Perrysburg,Case Backhoes,"Electrical, Seals, Hydraulics"
793615,VEL A DA INC,7,Perrysburg,"Case, Kobelco Excavators","Electrical, Seals"
3048580,REPUBLIC SERVICES INC,7,Perrysburg,"Case, Case Excavators","Electrical, Seals, Hydraulics"
791800,CITY OF TOLEDO,7,Perrysburg,"Case, Case Excavators","Electrical, Hydraulics, Seals"
798310,WOOD CO ENGINEER,7,Perrysburg,"Etnyre, Gradall","Hydraulics, Seals, Electrical"
3069930,CARDINAL AGGREGATES INC,7,Perrysburg,"Case Backhoes, Case","Electrical, Hydraulics, Seals"
725045,RICHARD CRAWFORD,7,Perrysburg,,Electrical
720104,C S X RAILROAD,7,Perrysburg,"Case Backhoes, Case","Hydraulics, Electrical, Seals"
768051,VERNON NAGEL INC,7,Perrysburg,,"Seals, Electrical, Hydraulics"
795413,WEBER CONSTRUCTION,7,Perrysburg,,Seals
770650,CITY OF OREGON,7,Perrysburg,"Case, Schwarze","Electrical, Hydraulics"
734901,FULTON CO SWANCREEK TWP,7,Perrysburg,"Case, Case Backhoes","Electrical, Seals, Hydraulics"
798038,BRONZE STONE GROUP,7,Perrysburg,,"Hydraulics, Seals"
773243,JIM PHILLIPS EXCAVATING,7,Perrysburg,,Electrical
714190,BECK'S CONSTRUCTION CO,7,Perrysburg,Case Backhoes,"Electrical, Seals, Hydraulics"
498530,VILLAGE OF WOODVILLE,7,Perrysburg,Case Backhoes,"Electrical, Seals"
3098169,MCK TRUCKING,7,Perrysburg,,Seals
795622,DICK WEIGANDT,7,Perrysburg,Case,Seals
436431,GERKEN MATERIALS INC,7,Perrysburg,KO,"Hydraulics, Seals, Electrical"
727032,DEGEN EXCAVATING CO INC,7,Perrysburg,Bomag,"Seals, Electrical"
3078044,D2 DODSON CONSTRUCTION,7,Perrysburg,,"Seals, Hydraulics"
3062820,HUSTON CREEK MOBILE REPAIR,7,Perrysburg,,"Hydraulics, Seals, Electrical"
